Acaryochloris_marina_MBIC11017_uid58167/NC_009925.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales;
Salmonella_enterica_serovar_Choleraesuis_SC_B67_uid58017/NC_006855.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Choleraesuis_SC_B67_uid58017/NC_006856.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Choleraesuis_SC_B67_uid58017/NC_006905.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Dublin_CT_02021853_uid58917/NC_011204.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Dublin_CT_02021853_uid58917/NC_011205.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Enteritidis_P125109_uid59247/NC_011294.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Gallinarum_287_91_uid59249/NC_011274.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Gallinarum_pullorum_RKS5078_uid87035/NC_016831.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Heidelberg_B182_uid162195/NC_017623.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Heidelberg_B182_uid162195/NC_017624.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Heidelberg_SL476_uid58973/NC_011081.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Heidelberg_SL476_uid58973/NC_011082.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Heidelberg_SL476_uid58973/NC_011083.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Javiana_CFSAN001992_uid190101/NC_020306.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Javiana_CFSAN001992_uid190101/NC_020307.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Javiana_CFSAN001992_uid190101/NC_020308.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Newport_SL254_uid58831/NC_009140.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Newport_SL254_uid58831/NC_011079.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Newport_SL254_uid58831/NC_011080.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Paratyphi_A_AKU_12601_uid59269/NC_011147.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150_uid58201/NC_006511.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Paratyphi_B_SPB7_uid59097/NC_010102.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Paratyphi_C_RKS4594_uid59063/NC_012124.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Paratyphi_C_RKS4594_uid59063/NC_012125.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Schwarzengrund_CVM19633_uid58915/NC_011092.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Schwarzengrund_CVM19633_uid58915/NC_011093.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Schwarzengrund_CVM19633_uid58915/NC_011094.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhi_CT18_uid57793/NC_003198.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhi_CT18_uid57793/NC_003384.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhi_CT18_uid57793/NC_003385.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_14028S_uid86059/NC_016855.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_14028S_uid86059/NC_016856.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_798_uid158047/NC_017046.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_798_uid158047/NC_017054.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_LT2_uid57799/NC_003197.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_LT2_uid57799/NC_003277.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_SL1344_uid86645/NC_016810.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_SL1344_uid86645/NC_017718.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_SL1344_uid86645/NC_017719.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_SL1344_uid86645/NC_017720.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_ST4_74_uid84393/NC_016857.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_ST4_74_uid84393/NC_016858.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_ST4_74_uid84393/NC_016859.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_ST4_74_uid84393/NC_017675.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_T000240_uid84397/NC_016860.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_T000240_uid84397/NC_016861.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_T000240_uid84397/NC_016862.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_U288_uid198746/NC_021151.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_U288_uid198746/NC_021155.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_U288_uid198746/NC_021156.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_U288_uid198746/NC_021157.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_uid86061/NC_016854.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_UK_1_uid87049/NC_016863.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhimurium_UK_1_uid87049/NC_016864.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhi_P_stx_12_uid87001/NC_016825.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhi_P_stx_12_uid87001/NC_016832.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhi_Ty21a_uid201427/NC_021176.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Typhi_Ty2_uid57973/NC_004631.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187069.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187070.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187071.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187072.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187073.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187074.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187075.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187076.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187077.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187078.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187079.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187080.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187081.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187082.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187083.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187084.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187085.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187086.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187087.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187088.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187089.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187090.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187091.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187092.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187093.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187094.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187095.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187096.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187097.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187098.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187099.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187100.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187101.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187102.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187103.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187104.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187105.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187106.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187107.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187108.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187109.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187110.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187111.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187112.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187113.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187114.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187115.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187116.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187117.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187118.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187119.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187120.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187121.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187122.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187123.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187124.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187125.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187126.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187127.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187128.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187129.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187130.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187131.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187132.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187133.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187134.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid178014/NT_187135.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Sanguibacter_keddieii_DSM_10542_uid40845/NC_013521.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Saprospira_grandis_Lewin_uid89375/NC_016936.gbk-            Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales;
Saprospira_grandis_Lewin_uid89375/NC_016940.gbk-            Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales;
Sebaldella_termitidis_ATCC_33386_uid41865/NC_013517.gbk-            Bacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae;
Sebaldella_termitidis_ATCC_33386_uid41865/NC_013518.gbk-            Bacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae;
Sebaldella_termitidis_ATCC_33386_uid41865/NC_013519.gbk-            Bacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae;
secondary_endosymbiont_of_Ctenarytaina_eucalypti_uid172737/NC_018419.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
secondary_endosymbiont_of_Heteropsylla_cubana_Thao2000_uid172738/NC_018420.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Segniliparus_rotundus_DSM_44985_uid49049/NC_014168.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Selenomonas_ruminantium_lactilytica_TAM6421_uid157247/NC_017068.gbk-            Bacteria; Firmicutes; Negativicutes; Selenomonadales;
Selenomonas_ruminantium_lactilytica_TAM6421_uid157247/NC_017069.gbk-            Bacteria; Firmicutes; Negativicutes; Selenomonadales;
Selenomonas_ruminantium_lactilytica_TAM6421_uid157247/NC_017070.gbk-            Bacteria; Firmicutes; Negativicutes; Selenomonadales;
Selenomonas_ruminantium_lactilytica_TAM6421_uid157247/NC_017071.gbk-            Bacteria; Firmicutes; Negativicutes; Selenomonadales;
Selenomonas_ruminantium_lactilytica_TAM6421_uid157247/NC_017072.gbk-            Bacteria; Firmicutes; Negativicutes; Selenomonadales;
Selenomonas_ruminantium_lactilytica_TAM6421_uid157247/NC_017073.gbk-            Bacteria; Firmicutes; Negativicutes; Selenomonadales;
Selenomonas_ruminantium_lactilytica_TAM6421_uid157247/NC_017074.gbk-            Bacteria; Firmicutes; Negativicutes; Selenomonadales;
Selenomonas_ruminantium_lactilytica_TAM6421_uid157247/NC_017076.gbk-            Bacteria; Firmicutes; Negativicutes; Selenomonadales;
Selenomonas_ruminantium_lactilytica_TAM6421_uid157247/NC_017077.gbk-            Bacteria; Firmicutes; Negativicutes; Selenomonadales;
Selenomonas_ruminantium_lactilytica_TAM6421_uid157247/NC_017078.gbk-            Bacteria; Firmicutes; Negativicutes; Selenomonadales;
Selenomonas_sputigena_ATCC_35185_uid55329/NC_015437.gbk-            Bacteria; Firmicutes; Negativicutes; Selenomonadales;
Serratia_AS12_uid67315/NC_015566.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Serratia_AS13_uid162065/NC_017573.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Serratia_marcescens_FGI94_uid185180/NC_020064.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Serratia_marcescens_WW4_uid188478/NC_020211.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Serratia_marcescens_WW4_uid188478/NC_020212.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Serratia_plymuthica_AS9_uid67313/NC_015567.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Serratia_proteamaculans_568_uid58725/NC_009829.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Serratia_proteamaculans_568_uid58725/NC_009832.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Serratia_symbiotica__Cinara_cedri__uid82363/NC_016632.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Shewanella_amazonensis_SB2B_uid58257/NC_008700.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_ANA_3_uid58347/NC_008573.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_ANA_3_uid58347/NC_008577.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_BA175_uid52601/NC_017570.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_BA175_uid52601/NC_017571.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_BA175_uid52601/NC_017572.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS117_uid162025/NC_017577.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS117_uid162025/NC_017578.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS117_uid162025/NC_017579.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS117_uid162025/NC_017580.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS155_uid58259/NC_009035.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS155_uid58259/NC_009036.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS155_uid58259/NC_009037.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS155_uid58259/NC_009038.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS155_uid58259/NC_009052.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS185_uid58743/NC_009661.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS185_uid58743/NC_009665.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS195_uid58261/NC_009997.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS195_uid58261/NC_009998.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS195_uid58261/NC_009999.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS195_uid58261/NC_010000.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS223_uid58775/NC_011663.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS223_uid58775/NC_011664.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS223_uid58775/NC_011665.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS223_uid58775/NC_011668.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS678_uid50553/NC_016901.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_baltica_OS678_uid50553/NC_016905.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_denitrificans_OS217_uid58263/NC_007954.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_frigidimarina_NCIMB_400_uid58265/NC_008345.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Shewanella_halifaxensis_HAW_EB4_uid59007/NC_010334.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
